text	category
Thalapathy Record Ah ബ്രേക്ക് ചെയ്യാൻ പറ്റില്ല എന്നിട്ടും ബ്രേക്ക് ചെയ്യാൻ പറ്റുന്നില്ല	Negative
എവിടെ നോക്കിയാലും ഇപ്പൊ സൈക്കോ ആണല്ലോ പടച്ചോനെ	unknown_state
All best mammokka  Team mamangam  Mammokka fans like 🤘	Positive
Degrading started from mammutti fans. Malayala cinemayude shaapam degrading from fans	Negative
എനിക്ക്  ഒരു 100 subscribe തരുമോ(done)എന്ന് കമന്റ്‌ ചെയ്യുക ഞാൻ തിരിച്ചും subscribe ചെയ്യും 100%	unknown_state
ചെറുപീടി ദേവീഡിയ ഭയ്യ ഗുരുമാ വളവന്റെ അടുത്തേക്ക് പോകുന്നു	Negative
Ithil kanikuna Surajinte carinu purake ulla bike chase padathil illallo ? 🤔	unknown_state
Oru Adar lovele songil priya varior viral ayi .kumbalangi nightsil songil anna ben viral ayi	Positive
Head set വെച്ച് കേൾക്കുമ്പോൾ തന്നെ എന്താ എഫക്ട്.  അപ്പൊ തീയേറ്ററിൽ കിടുക്കും	Positive
@ TROLL MONSTER_KANNADA അയ്യോ ഇതൊക്കെ നിന്റെ മേനിയോട് പറയണോ? എനിക്ക് നിന്റെ മമ്മിയെ അമ്മേ എന്ന് വിളിക്കാൻ തോന്നുന്നു.... എനിക്ക് അമ്മയെ പോലെ തോന്നുന്നു.... ഓ, നിന്റെ വീട്ടിൽ എന്നോട് സംസാരിക്കുന്നുണ്ടോ??? ഗ്രേറ്റ് ഫാമിലി കാനോയിൽ നിന്ന്....	Negative
Mammukkede new look ishttapettavar like adikku	unknown_state
തെറ്റ് ആരു തെറ്റ് ചെയ്താലും തെറ്റ്, ജാതി നോക്കാതെ തെറ്റ് തെറ്റ്	Negative
Koothara trailer telugu padam pole und	Negative
Ente eeshwara enthoru feeling ulla song	Positive
ഇത് ബീൻ ലൈക്ക് ആണ് അവന്റെ എല്ലാ കാര്യങ്ങളും	Negative
Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi	Positive
Delipettan Manasvekkathe ninte oru padam polum vijayikkilla	Negative
All the best mammukka... Ningal pwolik..	unknown_state
entry istam like for lusifer lalettan	Positive
ഒരാള് പോലും വെറുപ്പിച്ചില്ല. എല്ലാവരും കിടുക്കി. ഫഹദും സൗബിനും ഒരു രക്ഷയില്ല. പിന്നെ കിടു പാട്ടുകളും വിഷ്വൽസും. May be best of 2019  ഒമർ ലുലു ഒക്കെ ഒന്ന് കണ്ടിരിക്കുന്നത് നല്ലതാണ്	Positive
Lalettan kiduki ithu verum mass alla marana mass   FDFS ne pwolikane......  Appo engane ettan fans	Positive
Mass trailer .. vere level anu	Positive
Enter perilum oru film..athum njn Canadel	unknown_state
Heavy trailer. Rajuettaaa pwlichu.. by a ikka fan	Positive
Varki annu perillatha edavakakar undo	unknown_state
തമിഴാ ഇരുമ്പ് കോട്ട ഒരു തെമ്മാടി സിംഹമായി മാറുന്നു.. അതേ കൗബോയ് കാലവും അതേ നിധി കഥയും.	Negative
5k dislikes	not-malayalam
കുറച്ച് ബ്ളോണ്ടസ് vs സോംബിസ് ഗെയിം സംഗീതം ഇടുക	Negative
കൊച്ചിക്കാരൻ ആയ കുഞ്ഞാലി മരക്കാർ മലപ്പുറം സ്ലാങ്കിൽ... അതെന്താ അങ്ങനെ..	unknown_state
Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli	Positive
Ijjathi padam 100% clean entertainer, ഇത്രയുമധികം ചിരിപ്പിച്ച ഒരു പടം ഈ അടുത്തൊന്നും ഞാൻ കണ്ടിട്ടില്ല.	Positive
എല്ലാ സിനിമകളോടും ദേഷ്യമായിരുന്നു. ശുദ്ധം........ശുദ്ധമായ യുദ്ധം	Negative
Dr. സരോജ് kumaril ശ്രീനിവാസൻ പറഞ്ഞ ഡയലോഗ് ഓർമ വരുന്നു	unknown_state
Aliyaaa Anne kismathum eeedayum kandaaa mathi eath levelennuuuuu.......	Positive
ഒലുദ പിതാവ് വിജയ്മാധ്രിയുടെ മകൻ ദായ് രാജേഷ് ഒത പുണ്ടായി നകുഡ ദേവാഡിയ	Negative
എന്റെ പൊന്നോ പക്കാ ഡയറക്ഷൻ നിവിനിൽനിന്നും ഇത്രയും പ്രദിക്ഷിച്ചില്ല	Positive
Sushin Shyam Background musiqq ആരും ശ്രദ്ധിച്ചില്ലേ??	unknown_state
Mohanlaline pandu kaliyakiyanna parayunna tovino tanne lalumayi	unknown_state
ബോബി (ആ ജോലി സ്‌ഥലത്തു നിന്ന്‌) headset ഇൽ കേൾക്കുന്ന ആ ഇംഗ്ലീഷ് song ന്റ് name എന്താ pls????	unknown_state
Keri vada makkale edh double strongum tripple strongm alla adhukum mele	Positive
Oru rakshayumilla nalukalkku ippol kandathivechu ettavum bst film	Positive
1:28  BGM ലൈല ഓ ലൈല കോപ്പി	unknown_state
Kalipp look and katta kalipp trailer.. blood boil moment	Positive
Ithu Vera levelakum urappa..... Ela ikka fansinum all best....	Positive
വാക്ക് തെറ്റാതെ പറയാം മഗാ STAR ആക്ടർ  എന്ന്.	Positive
ഒരു 80 കാരന്റെ പാട്ട്, 68കാരന്റെ വേഷപ്പകർച്ച ,പറയാൻ വാക്കുകളില്ല ,malayalam film industry daaaa	Positive
ഒരു ബിന്ദു ലവദഗെ മൊദാലു ടിക്ക ഓടിബേക്കു ഗുരു.....	Negative
ലാലേട്ടന് ഇക്കാ ഫാൻസിന്റെ വിജയ ആശംസകൾ ..    shylock / big brother	Positive
Tovino machannn nivin achachanntee pillarude katta support fans  like	unknown_state
Entammo ella frame um poli aananno	Positive
സല്യൂട്ട് സർ... മലയാളി പ്രേക്ഷകർക്ക് വേണ്ടി ഹൃദയത്തിൽ തൊട്ട് ക്ഷമ ചോദിക്കുന്നു....	Positive
വിരിഞ്ഞ നെഞ്ച് ഉള്ളവർ ഉണ്ടായിട്ട് എന്ത് കാര്യം.. എന്നുമീ ചരിഞ്ഞ തോളിൽ അല്ലേ മലയാള സിനിമഏട്ടൻ	Positive
എന്താ ദാ ഈ ട്രെയിലർ ആഹ് സീരിയൽ ആഹ്	Negative
Every thing is connected  ഇതെന്നാ ഡാർക്ക് സീസൺ 3ടെ ട്രീസറോ	unknown_state
അപ്പോ ഇക്ക പണി തുടങ്ങി വെച്ചിട്ടുണ്ട്  .... ഇനി അടിയുടെ ഇടിയുടെ അടിയിടിമേളം...	Positive
ഷൈലോക്ക് ടീസർ ഒരു രക്ഷയുമില്ല ഇനി ഇതിന്റെ ട്രൈലെർ ഇതിനേക്കാൾ പൊളിക്കും എന്ന് ഉറപ്പുള്ളർ ലൈക്‌ അടി	Positive
Ente ammoo.... Aaa super man punch undallo ...Ijjathi item.....	Positive
oru moideenum  katinintavila odiyan vendi	unknown_state
നിങ്ങൾ ആ പേര് പോലും പറയുന്നില്ല.	Negative
കുറുമ ഗാംഗ് ഡ്രാമ കാതൽ ദേവീദിയാപാസത്തിന് ആശംസകൾ	Negative
ഇങ്ങനെയുള്ള ഡയലോഗ് മമ്മൂട്ടിക്കാണ് ചേരുക! 1921 ലെ പോലെ .. അതിനർത്ഥം മോഹൻലാൽ ഉഷാർ അല്ലായെന്നല്ല! ഈ ഡയലോഗിന്റെ കാര്യം മാത്രമാണ് പറഞ്ഞത്	Mixed_feelings
01:42 പൊളി ശരത്തെ Track മാറ്റ്‌....!!! Love From Kumbalanghi	unknown_state
പെണ്ണിന് പകരം പഫ്‌സിനെയും തണ്ണിമതനെയും പ്രണയിച്ചവൻ മെൽവിൻ	unknown_state
ഇതിന്റെ സെക്കന്റ്‌ പാർട്ട് എടുക്കണം എന്ന് ഉള്ളവർ ഉണ്ടോ	unknown_state
നമ്മുടെ നടിമാരെ വികൃതമാക്കി ദേശീയ മാധ്യമങ്ങളിൽ നിന്ന് വാങ്ങാൻ ഈ ഹിന്ദി വിഗ്രഹങ്ങൾക്ക് വേറെ വഴിയില്ല.	Negative
എന്താണെന്നറിയില്ല  പണ്ട് മുതൽ  shane നെ  ഇഷ്ടമാണ്  വിവി  ആയിരുന്നപ്പോൾ  മുതൽ  തന്നെ ....  ആ  ചെറിയ  പയ്യനിൽ  നിന്നും  കുമ്പളങ്ങി  knights  il എത്തി  നിൽക്കുമ്പോൾ  മുൻ  നിര  താര പുത്രൻ  മാരിൽ  നിന്നും  നീ  വ്യത്യസ്തനാക്കുന്നു ..  best of  luck  dear	Positive
ട്രെയ്‌ലർ ഇങ്ങനെ ആക്കിയത് എന്തുകൊണ്ടാണെന്ന് എനിക്ക് മനസിലായി, ഇതൊരു സാദാരണ സിനിമയാണ് അല്ലെ പൃഥ്വിരാജ് പറയുന്ന പോലെ (പിന്നെ ആ വണ്ടിയിൽ നിന്ന് ചാടിയിറങ്ങുന്ന സീൻ ക്ളീഷേ ആണ്)	unknown_state
Story plot രജനികാന്തിന്റെ ബാഷ മൂവിയുമായി  സാമ്യം ഉള്ള പോലെ.....(again മമ്മൂട്ടിയുടെ  രാജാധിരാജയും same plot തന്നെ ആയിരുന്നു  )	Mixed_feelings
The face of indiaaikkkkkkkaaaaaa luv uuuuuu	not-malayalam
മൂക്കുത്തി കാണാനില്ലെങ്കിലും കക്ഷം ഇഷ്ടം പോലെ കാണാൻ ഉണ്ട് .  ഇതെന്ത് കക്ഷത്തിന്റെ സംസ്ഥാന സമ്മേളനമോ	Negative
Mammookka ottum borakkathe athu bhangiyakkiyittundu oru samshyavum venda nannayittundu	Positive
ഭവനെ... കൊല ഗാണ്ടിലെ ഇറുക്ക്... ഹഹ...കൊല്ലാമ വിടമാട്ടേൻ...   ന്റമ്മോ ജ്ജാതി ഡയലോഗ്	Positive
ഇത് സൈസ് ഇതുവരെ എടുക്കാത്തത് ആണല്ലോ....എന്താവോ എന്ടതോ.....	unknown_state
Trailer yethra pravashyam kandenn yenikkane ariyilla	Positive
Mohanlal or Rajnikanth ? Mohanlal - Like Rajinikanth - Comment	not-malayalam
81 k views 141 k like🤔🤔🤔	unknown_state
Ijjathi padavum love storyum comedyum onnum ee adutha kalath onnu kanditilla superbb movie	Positive
bahubali size ulla main actress nu dance ariyilla so sad	Negative
Adipwoli film onnum parayanillaa hooo Fahad um shain um ente ponnoooo	Positive
ഹൊഗ്രോ നിം വിവേക് ​​ജി ഭാഗത്തേക്ക്	Negative
Suragettnullathkond mathram trailer kanan vannth	Positive
Trailer പൊളിച്ചു ലാലേട്ടൻ ബ്ലൈൻഡ് ആയി തകർക്കും	Positive
അടിപൊളി  trailer 🤩🤩🤩	Positive
ദേ രഞ്ജിത്തു പാത്തുക്കാ... ഇതൊരു സിനിമയാണ്... ഈ സംവിധായകന്റെ കയ്യിൽ നിന്ന് നാല് മൊടക്ക് വാങ്ങി കുടിക്കൂ...	Negative
NKn idddu troll andre... Bro ഞാൻ tik tok ന് അടിമയാണ്... എന്നാൽ ഈ tik tok nam country നെക്കാൾ മെച്ചമല്ല... അതാണ്... innond vishya nam country roposo download ചെയ്ത് open nodudru... avnamman aa kittod മുണ്ടേ ബിന്ദു ഗൗഡ... അദ്രല്ലു സൈതവ്ലേ ഗുരു.... ഇവളെ എന്തെങ്കിലും ചെയ്യൂ, നിങ്ങളുടെ ഫോണും ട്രോളും അങ്ങനെ ചെയ്യൂ ബ്രോ.... അവനമ്മൻ ഹാൻഡി ടിക്കാട് താരാ ഇറോ മൂത്തി നോക്കക്കട്ടിലാ....	Negative
അൻബിൻ പാതൈ സെൻഡ്രവുനകു മുടിവേ ഇല്ലയാ ദാ....മനത്തിൻ നീലം എത്വോ അതുവായേ വാൽവിൻ നീലമാ ദാ....സമന്തമേ ഇല്ലാ ഇരുക അപ്ഡി താൻ ദാ ഇന്താ പട പുണ്ടയും ഇരിക്കൂ	Negative
അല്ലാഹ് ഒന്നും പറയാനില്ല എനിക്ക്    രോമാഞ്ചം	Positive
FDFS ഈ സോങ് കണ്ടപ്പോൾ ഉള്ള തീയേറ്റർ എക്സ്പീരിയൻസ് എന്റെ പൊന്നോ	Positive
Ippo manasilayi Mamooty enthukondanu Cinema upekshichathennu . Mamooty enna nadan odukkam thante Faninte munpil tholkum . Athu pulliku podikoolallo Pandu Rakshasarajavil  Kalabhavan Mani Mamootye adikuna scene undenu Vinayan paranjapol maniyude kayil ninnum adivangikunathu eniku patilanum paranju aa scene vettichathonnum maranitilalo	Negative
Ente ponnno marana massss. Ejjathi teaser. Ikka fans adiku makkale like....	unknown_state
What a Trailerori raksha illa   1;40 punch uff  mammukkaaa aaaaaaaaaa	Positive
ഞാൻ എല്ലാം കഴുകി, പക്ഷേ ട്രാക്ടറുകൾ ശിവയെക്കുറിച്ച് അൽപ്പം സംശയിക്കുന്നു.	Negative
മണ്ണും പൊന്നും ഒരുപോലെയാണ്, പിന്നെ നല്ല നിരക്കിൽ വന്നാൽ വിത്തുപോലെ	Negative
Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham	Positive
ഈ വേഷം ഈ സിനിമയുടെ അതിപ്രധാന ഭാഗമാണ്. കുറുപ്പച്ചന്റെ സംസാരവും കിടാവിനോടുള്ള  സംസാരവും(അതിൽ ചാലിച്ച ഒരമ്മയുടെ സ്നേഹവും കരുതലും ) ചിത്രരചനയും അതിനു ഉപയോഗിക്കുന്ന ചായക്കൂട്ടും,  അസ്സലായിട്ടുണ്ട്... നോക്കു,  ചെമന്ന നിറത്തെ പറ്റി karuppachan പറഞ്ഞത് കേട്ടില്ലേ???  നമ്മുടെ പാക്കിനെ കുറിച്ച് പറഞ്ഞത് ഒന്നുടെ കേൾക്കാൻ തോന്നുന്നു... കുറുപ്പച്ചൻ കൂടെയുള്ളൊരോട് വെറ്റില മുറുക്കികൊണ്ട് പറയുന്ന രീതി കേൾക്കൂ..നമ്മൾ അന്നത്തെ കാലത്ത് അവിടെ നിന്നു കേൾക്കുന്നപോലെ തോന്നി... . വല്ലാത്തൊരു ആകർഷണം ഈ കഥാപാത്രത്തോട് തോന്നുന്നു. പെണ്ണുങ്ങളുടെ ആ മണിമാളിക വെറുമൊരു സുഖീ മന്ദിരമായി തോന്നിയുമില്ല... അത് തിരക്കഥയുടെ ശക്തിയയോടൊപ്പം മമ്മുക്കയുടെ ഈ കഥാപാത്രത്തിന്റെ  പ്രകടനവുമാണ്... കറുപ്പച്ചന്റെ നൃത്തം അതൊരു പൂർണമായ പുരുഷന്റെ സ്ത്രൈണതയുടെ അവതരണമല്ലേ???  അപ്പോൾ ഒരു സ്ത്രീയുടെ അംഗ ചലനവും ഒരു പൂർണ നൃത്തവും സാധ്യമാകുന്നതെങ്ങനെ???	Positive
Lalettan  poliya  pazhe njan mammookka fana	unknown_state
Ippozhum repeated kaanunna ikka fans ndo	unknown_state
ennum ravile trailer kaanan vendi ezhunelkkunnavr ivde	unknown_state
Filim kandu ippo ethyadhe ollu, oru adaaaaaru naaaadan massss filim, joju  chemaban and nyla....thakarthu abhinayichu... Dhyryamayitt filim kandolu....no more wrds	Positive
എല്ലാ ഇടവകയിലും കാണും ഇത്പോലെ ഒരു സാധനം എന്ന ഡയലോഗ് ട്രെയ്ലറിൽ കണ്ടപ്പോൾ ഇട്ടിച്ചനെ കുറിച്ചാണ് എന്ന് വിചാരിച്ചവർക്ക് ലൈക്‌ അടിക്കാനുള്ള സ്ഥലം🤗	unknown_state
മറ്റൊരു.. വെള്ളിമൂങ്ങ ഫീൽ ചെയ്യുന്നവർ ലൈക്ക് ചെയ്യ്....	unknown_state
കുറിച്ചുള്ള ലേറ്റസ്റ്റ് ന്യൂസ്‌ അറിയാൻ ഈ ചാനൽ subscribe ചെയ്യുക	unknown_state
Muriv etta simhathinde shwasam garjanethakal bhayangaram ayirunu. Ijjathi comeback. Kanji chodichavark biriyani koduthu prithvi and ettan.   /\	Positive
Heyyy Super pa....  Meratuthu	not-malayalam
im from mars but i love laletan	Mixed_feelings
Still trending no. 1 after 4days	not-malayalam
Linto kuriante vaka graphics over aaayipooyeennu thoonunn...ikka super	Mixed_feelings
Valladhe choriyunna mammunni fans ellam mary ninnu mandhikoli .. idhu lalettan anu angeru vere level anu . Neeyonnum ethra kootiyalum koodula	Negative
വിജയയോട് മൂത്രമെടുത്ത് കുടിക്കാൻ പറയൂ	Negative
ലെ ഗോപി  ആ മൂക്കുത്തി ഞാൻ ഇങ്ങെടുത്തു ....	unknown_state
Ee quliti anu Malayalam filims vadathu	not-malayalam
കന്നഡ പാട്ടുകൾ ഇഷ്ടപ്പെടാതിരിക്കുക	Negative
മൈരു മാറുകയാണ്...മാംഗൈ ബോയ്സ് ഇതെന്താ...	Negative
Oru njettalum illa romanjavum illa ayye	Negative
This movie deserve double Oscar	not-malayalam
ഇജ്ജാതി മാസ്സ് വിത്ത്‌ മാസ്സ് ബിജിഎം	Positive
നീ എന്തിനേക്കുറിച്ചാണ് സംസാരിക്കുന്നത്?	Negative
ഷെഡ്ഡിക്ക് എന്തെങ്കിലും പറ്റിയാൽ പുതിയ ഷെഡ്ഡി വാങ്ങി ഇടണം ഇല്ലെങ്കിൽ പുറം ലോകം കാണും എന്നായിരുന്നെങ്കിൽ പൊളിച്ചേനേ.,,,,	unknown_state
ഇതൊരു വിപ്ലവകരമായ സിനിമയാണ് ah blab kongfirm da	Negative
ടോയ് കുറുമ നക്കിക്ക് ട്രെയിലർ പോരാഞ്ഞപ്പോൾ കുമ്മല	Negative
പേശി വേദന കൊണ്ട് ഉറങ്ങരുത്, ഊഞ്ഞാലിൽ ഉറങ്ങുക, കിടക്കുക	Negative
എന്റെ പൊന്നോ ആരടേയോ മുക്കുത്തി കാരണം ഇജ്ജാതി കമൻറ്സ് ആണല്ലോ	unknown_state
Teaser kandappol onnu pathari pakshe trailer kiduuveee	Positive
Copy adicha padan nanam illlallo poorikale	Negative
ഒരു ഒന്നൊന്നര ട്രെയ്‌ലർ സിനിമയും ഒരു രാക്ഷസൻ ലെവൽ ആകാണേ..  Katta waiting	Positive
Dhaivam  marikkugayo    endhuvaade	Negative
lub u lub u..... Laletta ..... L... U... C.... I... F... A.....R.	Positive
ഒരു രശ്മിക ഗൂബ് ആരാധികയായിരിക്കണം	Negative
Padam kandu...Average movie...Pokkiri raja far better than Madhura raja....Mammukka and salim kumar kidukki	Mixed_feelings
Pwolii trailer action okke pakka...  Ikka fans🤩	Positive
Teaser kandappo valya pradeeksha illayirunnu.......ithu kandappol maarikitti......	Positive
ippo erangunn Ella cinemayilum aju vargees indalloo	unknown_state
Youtube still hang 210 likes 283 views	not-malayalam
ക്രിസ് ഗെയിൽ ഫാൻസിനെ ലൈക്കടിക്കാനുള്ള കമന്റ്	unknown_state
Rolce royce ill ninnula aa irangi varavu...soooooooperb..	Positive
കിടുക്കാച്ചി പടം ആയിരിക്കട്ടെ എല്ലാവിധ ആശംസകളും നേരുന്നു	Positive
Lusifar and madura Raja 100Codi clubil kayaranam apo indiyil atvum valiya indastrey Malayalam film indastrey avum	Positive
Eee Christmas jayettan edkuva  mmade tcr pooram	Positive
1:48 എജ്ജാതി ഫീൽ ഈ ഭാഗം മ്യൂസിക്കിന്	Positive
100 subscribers ആകുമ്പോൾ GIVEAWAY  ഉണ്ട്. അതിനു വേണ്ടി നിങ്ങൾ എന്റെ channel SUBSCRIBE ചെയ്യുക.	unknown_state
Odiyanu munmeyulla lalettane onnukude thirichu kittiyarunne ellathilum ore look🤐	Negative
#2.O 🤖 #2pointO #Shankar #Rajnikanth #Arrahman #3Ddiwali	Negative
ബ്രോ, ഞാൻ ഇതൊരു ഷോർട്ട് ഫിലിം ആയി കാണും.	Negative
ikkanta shylock teasrnta mootel vayykan illlaaa	Negative
രണ്ട് ദിവസം പിന്നിടുമ്പോൾ ചിത്രം വൻ വിജയമാകുമെന്ന് പറഞ്ഞവർ ഗോദ തീയ്യരിലേക്ക് പോകില്ല.	Negative
Ethra ketalum Madi varunnilla..  touching song..	Positive
മമ്മൂക്കക്കു  യേശുദാസ്  വോയിസ്‌ നല്ല മാച്ച് ആണ്	Positive
Mass trailer	Positive
youva thara nirayil eni yeattavum muzhangi keelkkunnath tovinoyude Peru aayirikkum...	Positive
3.9 k dislikeooòoo... adhummm namudai laletaneeee...... aradaaaa Kai adichodikadaaaa	unknown_state
01:40 ഡാ തല്ലു കിട്ടിയാൽ ആണുങ്ങളെപ്പോലെ നേർക്കുനേരെ നിന്നു തല്ലിത്തീർക്കണം. Vijayaraghavan mass	unknown_state
ഈ പാട്ടും സീനും വല്ലാണ്ട് സിംഗിൾ ആക്കുന്നത് എന്നെ മാത്രമാണോ..	unknown_state
ജാതി പ്രശ്നമല്ല, എന്നാൽ നിങ്ങളുടെ ഗ്രാമത്തിലെ ആളുകളുടെ പേരിൽ, നിങ്ങളുടെ ജാതിയുടെ പേരിൽ നിങ്ങൾ അത് പറയരുത് എന്നാണ് അദ്ദേഹം സിനിമ എടുത്തിരിക്കുന്നത്.	Negative
സൂര്യ കുജിത്തേക്കാൾ മികച്ചതാണ്	Negative
അയ്യോ എപ്ഡിതാ ഇബ്ദിലാം യപ്പാ മർതാ മാസാ ദ സമ ഹിനായ ഈ സിനിമ നല്ല നിലവാരത്തിൽ കാണാൻ എനിക്ക് ഭ്രാന്താണ്.	Negative
Triktak അൺഇൻസ്റ്റാൾ ചെയ്യുന്നതിന് മുമ്പ്, ഈ Changlu നമ്പർ രാജ്യത്ത് നിന്ന് ഇല്ലാതാക്കണം.	Negative
മച്ചാന്മാരെ എന്റെ ചാനൽ ഒന്ന് sub ചെയ്യുമോ ? ചെയ്‌താൽ തിരിച്ചും ചെയ്യാട്ടോ	unknown_state
Ittichante vaka oru sample hitum koodi	Positive
ലാലേട്ടൻ ജീവനാണ് ലാലേട്ടന്റെ അനിയൻമാർ എല്ലാരും എന്റെ ചാനൽ ഒന്നു സുബ്സ്ക്രൈബ്ര് ചെയ്യാമോ....ഞാനും ഒരു കടുത്ത ലാലേട്ടൻ ഫാൻ ആണ്.....എനിക് ചെയ്തു തരാൻ പറ്റുന്ന ഒരു സഹായം അല്ലെ ഇത് plss ചെയ്യുമോ സുഹൃത്തുകളെ	unknown_state
Man oh man!!!!!! Goosebumps lal sir!!!!!	not-malayalam
മിഷ്കിൻ ന്റെ സൈക്കോ മൂവി യുടെ ട്രൈലെർ കണ്ടപ്പോ തോന്നിയ അതേ... ഫീൽ..... best wishes.... for ancham paathira team.....	Positive
90s  kids     arengilum  undo? നമ്മൾ   പണ്ട്     റെയിൽവേ   സ്റ്റേഷനിൽ    കണ്ടു   കൊണ്ടിരുന്നതിന്റെ    ബാക്കി പത്രമല്ലേ      ഇപ്പോൾ   എല്ലാവരും     കൊണ്ടിരിക്കു്ന്ന    ടീസർ    & ട്രൈലെർ	unknown_state
ഡേയ് ഡേയ് തോണ്ടി തോണ്ടി എങ്ങോട്ടാ? ഏട്ടന്റെ പിള്ളേർ ആ like ബട്ടൺ നീല കളർ ആക്കി ഹാജർ വെച്ചിട്ട് പോ.  #ittymaani made in china #lalettan	unknown_state
Kure kaalathinu shesham malayalathil Oru nalla investigation thriller manakkunna pole	Positive
ഇയാൾ ഇത് എന്തിന് ഉള്ള പുറപ്പാടാ ഇത് ഭഗവാനെ 🤗ലാലേട്ടാ	Positive
നന്നിയിരുന്നു .. പക്ഷേ ഒന്നും മനസിലായില്ല ..	Mixed_feelings
ദായ് തേവുടിയ മാവാനേ രോഹിത്. വാതാ തേവുടിയലുക്ക് പൊറന്ത തേവുടിയ പയ്യ. വാതാ ശിവ കാർത്തികേയൻ ഒരു ആളു പണ്ടൈ അവനേ ആരോടാ താരതമ്യം പന്നുരാേ തലപത്തു കുട്യാ താരതമ്യം പന്നുരാ. ശിവകാർത്തികേയൻ ആരാധകൻ യെൻ നീ ഇവളോ പെരിയ തേവുടിയ പയ്യൻ ഇരുപായേ. വാതാ മണ്ടി പൊട്ടു പൂളേ സപ്പിക്കെങ്ട രണ്ടു പേരും മതി മതി.	Negative
Superbbbbbbb... ലാലേട്ടന്റെ അനിയൻസ് വന്നാൽ like അടിച്ചിട്ട് പൊക്കോ.	unknown_state
മലയാള സിനിമയുടെ പിന്നിലും മുന്നിലും ചെറിയ ചെറിയ വേഷങ്ങൾ ചെയ്തു ഇപ്പോൾ മലയാള സിനിമയുടെ മുൻ നിരയിൽ എത്തിയ നമ്മുടെ സ്വന്തം ജോജു ചേട്ടൻ	Positive
കളിയാക്കുമെന്നു ഉറപ്പുണ്ടായിട്ടും ....ചെയ്യാൻ മനസ്സു കാണിച്ച ഇക്കാക് സല്യൂട്ട്...	Positive
ഇത് കേട്ടിട്ട് titanic ലെ  my heart will go on എന്നുള്ള song കൂടെ കേട്ട് നോക്കണേ ....	unknown_state
Ente channel onnu 1000 subs aakitharuo plzz... just 358 required..	unknown_state
ഓണം  കളക്ഷൻ  ഏട്ടൻ  ഇങ്  എടുക്കുവാ	Positive
സെൽ ഫോൺ ചോർച്ച അടയ്ക്കുമോ? ഡോൺ സിനിമയാണെങ്കിലും ഒരു ന്യായീകരണവും വേണ്ട	Negative
Myru padam Cash poyii.... Eee kunnakk inganathe padam cheyyathe irunna pore....	Negative
Lahari channel subscibers orupad koodii MAMANKAM karnam	unknown_state
Headset ondengi ellarum athil kekuvva. Ikkayude bass sound uff	Positive
Anurag Kasyb movie Raman Raghav ayi Avideyakeyo oru Similarity..	Mixed_feelings
T series nte subscribers  6 m 7 million akkan ikka fansne kond kazhinju	unknown_state
രശ്മിക മന്ദാന ആരാധകർക്ക് ഇത് ഇഷ്ടപ്പെട്ടില്ല	Negative
കാർത്തിക് സുബ്ബരാജ് എന്റെ സുന്നിക്ക് തുല്യനാണ്, തലയിൽ ഒരു കിരീടമുണ്ട്, അതാണ് രജനി.	Negative
Anusitara undo... padam pottan ath mathy	Negative
പുത്തൻ പണം 2   Only show മാത്രം  Theater next  bomb 🤭	Negative
bollywood movie fan aayitt oru chaya kaachal	Mixed_feelings
Mamankathinte naatukar tirur tirunnavayakkar adi like	unknown_state
Ithokke anu pranayam allathe valya paisakarane kettunnatho alla	Positive
KGF kanda oru effect trailer kandapol kitty	Positive
പടം കണ്ടപ്പോൾ ആണ് degrade ചെയ്ത ആള്‍ക്കാരെ പ്രാകാന്‍ തോന്നിയത്. ഇത്ര നല്ല സിനിമ ഒക്കെ degrading	Positive
Polichhh kiduuu trailerrr ikkkaaa ennummm ikkaa thaneeeeee oru rekshayillathaawa traileerrrr waitingggg for thee moviee	Positive
Trailer kanderom thonnunnethu mamangathe kaal super aayirikkum ennanu	Positive
Nalla movie njan theatril poyi kandthalalettan poliyanu	Positive
Nalla oru film anuuu ellavarum poyi kanu....	Positive
Heavy..Mass & Clas...cudos team Lucifer... Laalettaa ingalu Muthaanu...Double Role Aanu Makkale......	Positive
I'm didn't blink even for 1sec...	not-malayalam
പഴയ കാലം ചിതരീകരിക്കുമ്പോൾ cosmetics ശ്രദ്ധിച്ചു ചെയ്യണം.ഇതുപോലെ	unknown_state
Nalla kidilan trailer. nalla oru family entertainer aanenu thonnunu	Positive
*3rd Giveaway*  ഈ ചാനൽ subscribe ചെയ്യുക   ഏതെങ്കിലും ഒരു വീഡിയോയിൽ subscribed എന്നു കമെന്റ് ഇടുക  *തിരഞ്ഞെടുക്കപ്പെടുന്ന ആൾക്ക് mi note 8 pro സമ്മാനം*  Result on December 20	unknown_state
എത്രയെത്ര ട്രോളുകൾ ചുട്ടുപൊള്ളിച്ചു, ഒടുവിൽ രാജ്യത്തിന് നഷ്ടത്തിന്റെ ഒരു വിഹിതം ലഭിച്ചു, ബർത്താരന്ദ്രെ എവർഗെല്ല യെൻ അംബേക് ഗുരോ...?? നിക്കൽ ലേഡ്	Negative
Ee paatu ente paadanulla confidence kootithannu	Positive
