text_trans	category
Disliked people's listn1)rashmikan2)rashmika's mothern3)rashmika's fathern4)rashmika's relativesn5)& rashmika's fans.	Negative
It's amazing movie.  I think promotion sari agilla anta anista ide	Negative
Tumba olle vishya tilsidira geleya ellaru prayatna madona	Positive
@faizal khan wr u r from??	not-Kannada
avane mundin itihaash rachisuvavanu navane shri mannarayan	Positive
Super song ..	not-Kannada
Nija bro kolithiro kobbari mukha ne. Inthavrinda ne first minus India ge.	Negative
haudu rei nivu heliddu correct	Mixed feelings
Rakshit Shetty	unknown state
I like ur all videos	not-Kannada
Same feeling bro	not-Kannada
@Creative Kannadiga nivu nsmeVl navin. nusu hiremathnbhikari philipsonbindu bidakhnivar golatvann video alli torisill..	Negative
@Troll Stupid Fans heno helkodthidallla  adunna helkodo munche neenu kaltho henge irbeku antha suvar gandu anthidde ivga ninge baididke thika huritha	Negative
Shankar Ashwath swabhimäni	Positive
Avane Srimannarayana beats KGF	Mixed feelings
Cc camera footage thegiri ..avratra keli Mahabharata story	Negative
Togari thipan hasya chataki supar	Positive
@Alok Khr nobal price	Mixed feelings
Masthmaga na duplicate madbitaru Amar sir	Negative
Rite.... Bt avara personal adu.. problems en aitu anta namge gotilla ...yake hudgi mele hig coments mododu brother??? Nam sis ge idu agidre?? Nav en madtidvi??  Aur problems avaru solve modkonda aitu naaav sumne ivele overthinking madta idivi ...	Negative
P  fans like	not-Kannada
We need Hindi	not-Kannada
idu khandit charitre srushtiso avataar	Positive
Rashmika burnol acchko	Mixed feelings
1.3k unlikes madiruvavru rashmika fans irbahoda 🤔 super song shetre slow poison song	Mixed feelings
@Vinay kumar eno bale pan e rangege urkondidiya ninge urdiro ranagge burnol ella agbaralla keralakko kollegalakko hogi nin thikke shaanthi madsu jotege nim balegaran karkond hogi thikke 2 chakkotha katsu next kaddi pileswan ge balance agutte enanthira bale pans now bale pans reaction hakro steppu 🤣	Negative
ossam..slow poison kanro	Positive
chindu guru ninu	Positive
@Akki neo naanu  ella  3 chitragalannu  nodide. nanage isht aaytu . In fact  it     nInspired  me to think creative. aadre  moovie gellisoke  kelavarindane sadhay  ilvall	Positive
Rashmika Thu..l.l.i irve ankoavro ondu like	Negative
Jai D Boss	Positive
Nirikshegu miri cinima agide my favorite movie love you	Positive
Ayo mostly avarige samskruti bhase barutee ansathe	Positive
Tamil vishal movie remake	Negative
vijay prakaash avar dhvani i hadige honduttill	Negative
rakshit embudu hesaru... ASN  embudu emoshan....	Positive
@shiva prakash kittoyta?	Negative
@naveen v nin Amman thullu sulemagne	Negative
last alli Fork  esediddu shaanvi aka Lakshmi irbahuda annoru like madi	unknown state
Hands up for Vijay sir	unknown state
Spr song	Positive
amazing  🤟	not-Kannada
doddabalapur da saundarya mahal nalli  hawa pakk .   ....n.. kirik party after	Positive
Super video anna	Positive
idu kannada chitrarangad charitre srutisu avataar yaar avanu .......... (avane shrimnarayan) All The Best D B055 fan	Positive
Ayyo Vishal movie remake guru idu	Negative
nijavad sadhakaru. kayakave kailas	Positive
Re release maadi movie na... Super movie	Positive
@Nandi Parthasarathi nin tullu ur baglu	Negative
Nice story accting super prajval devraaj	Positive
Ultimate  movi	Positive
I like your video s	not-Kannada
i mooviannu first day noduvavaru like madi	Positive
Eh Tiktok ela Andre nimanatha troller kooda Mundhe bartirlilia	Negative
Kiran MB it's swamake	unknown state
adbhutavad chitra aadre chitra mandiradalli nodelill aa novu tumba kaduttide	Negative
Nim bagge nanu kai hetthi mugithini shankar ashwath sir	Positive
@prithvi nayak nin tullu vasni	Negative
Super singer vijay Prakash sar	Positive
Right bhai avarige barabari shock aagide	Negative
I want to see everedy I like it	Positive
Avane sriman narayana	unknown state
Vere level  thinking sir	not-Kannada
Super bro... Well said....	not-Kannada
Full news jaldi bidri	Positive
Superb movie I love diya	Positive
I love you sir	not-Kannada
Matthomme namma kannada suputhra rks	Positive
vav super analsisnamm desh ollede...maat jasti  kelas kammi.....nannu seri.	Positive
Thank  you  sir	unknown state
Gajab ka song h yar hindi me nahi ayega kya ye song samajhna hai lyrics	not-Kannada
tumba chennagi vichaar sankiran moodisiddare  bharat prapanchdalli hinde ulialu rajakiya vyavasthe ondu prabal karan  paksha paat swajan saumyate sah karan embudu  tilisiddare nkOSalya abhivruddhige henchin mahatva kodabekagide   embudu sah satya	Positive
shambhu baligar superr	Positive
ninu heliddell keli nanage aninisiddu namm deshan commmunist desh madebeku anth	Positive
Godiyaga ata aadtida	unknown state
nimm vyaktitva devranthahadu	Positive
@Nandi Parthasarathi gaandu sule	Negative
nimm chanal ge subscribe agidakke kushi aayitu	unknown state
@TROLL MONSTER_KANNADA lo bidi sule magane..... ninge ashtu taakat idre.... ninu obne appanige huttidre..... nin heho nin tunne ninge gattige nintidre.... nan adres kodtini baaro.... parthasarthi	Negative
Dia 2 madi plz	Positive
Rip Rashmika Mandanna In Advance	Negative
Jai Rakshit Shetty	Positive
L in in? Pkk I	unknown state
@Karna all 3 r good!!	not-Kannada
@Nandi Parthasarathi yar kandha ninu	Mixed feelings
@Avinashdada kichcha neenu nange alveno huttirodu nan bale koose respect fathers my waste sperms all bale pans nam balegaran hendthi malayalee maneli oble avalanthe hogi avl kari thulna kelike biddange nekku thuldeepanan pan agidukku saarthka agutte puccha pans for a reason 🤣🤪	Negative
100 present super bro	not-Kannada
Yellaru nKGF nOdeya nalli busy eddare nAllobba #trending 1 nalli busy edda nnn#Avane sriman narayana	Positive
D boss abhimanigarind all the best souper triler	Positive
Togari tippa katha n 3	not-Kannada
to gari  tippa super	Positive
Odeya Kannada full movie	Mixed feelings
Sule magne nin maneli yava china product ilva	Negative
your grat  sar.  Aldha best	not-Kannada
real life great sir	not-Kannada
@nkn havali neenu urkondirodakke replay madiyalla	Negative
Nan jeevana yak hingaytu anta camera munde alutta kuthiro janagala madya	Negative
Love u brooo	not-Kannada
@Nandi Parthasarathi huchchu munde	Negative
Pakka full gicchi gilili song... En song pa benki aiti.... Pakka ella record nu muriteti  .... Jai Karnataka	Positive
Poornima Poornima oooooooooooo brami	unknown state
Sariya kuyde magaaa	Negative
kejief  ondu dodda samrajya kattide navanu adkkint dodda samrajya kattuttane pakk n	Positive
Super meaning song	Positive
Dia name meaning yenu	unknown state
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Nooru kaala Kannada hege hosaa shasanagallanu shrustisabeku	Positive
sar sarthak baduku nimmaduinsatyashuddh kaayak nimmadu	Positive
Mast maga channel nalli baro anchor tharaane nimm voice idiyalla	Negative
Slow poisoning song	not-Kannada
shubhavagali.....nhuccA venkat sene uganda.......🤣🤣	Positive
#kannadigaru like madi plice	Positive
souper guru yenn  swar guru nindu   Iam u r big fan  ur thinking  bro	Positive
Bro z news(Hindi) channel Alli nodi	Positive
i shetrugal cinemane ond reeti chand irutte	Positive
Ee song nodtha eroru ennomme trailer nodi.....	Positive
nann prakaar cinemad hesarin bagge innashtu gaman harisabekittu annisuttide	Negative
Super  chindi boss	Positive
@Nandi Parthasarathi  swaami doddabalapur rajakamal  nalli  casien gaudru owner .aadru badige therater  kotirodra dind  tulugu cinema 3  rajakamal hakidanne	Negative
Super bro  agi roast madidira	Positive
Edhu  talent	Positive
En bgm guru chindi	Negative
@prithvi nayak nin Amman thullu sulemagne gaandu	Negative
Meku kannada samajhti ni phr bhi  I like it	not-Kannada
Bro tik tok gottlla but entertanment ge roast video nodtidde istu dina avrge roast madiro videos ginna idralli niv avrge use madiro words hudgiro style superb repeat madi madi nodbitte ee video..	Negative
Youtube channel nalli ASN release promos upload madi sir	Positive
yes I am	not-Kannada
gaali matin bajaru suddi saride sumaru	unknown state
Best cinema Dia	Positive
tumba chennagide sar naanu sannaviddhag kelid naatak nann balyad nenpugalu marukalisidvu🥰🥰	Positive
Yeno got agatilla innu kelebeku annastaide idu song bejare agatilla. Love you avane srimannarayana movie all the best	Positive
chindi  benki	Positive
Tumba channagi mathadthira anna	Positive
Unique Signature Step 	not-Kannada
Anjali Devi nnice	not-Kannada
Nivu tiktok madilva?	Mixed feelings
o my god wt a acting bro really my eyes are wet nice concept keep it up bro now a days alli avarage thumba bejar ago tara madatara jana naavu tilidu antavaru agi hag madidre hege heli naavu avara baavanegalige spandisibeku alva avaralli kuda thumba jana achive madidara tamil naadu alli oblu i.p.s agidale enu bala jana ne edara pls frds avarage naavu supportive agirbeku alva nice concept anna	Positive
Tik tok shata	Negative
Naa innomme e movie naodalla  avanajji eradu dina aytu hale hudgi nenapagi uta illa nidde illa sayotara annistide	Negative
upendra avra Thara ide direction	Positive
Don't dislike	not-Kannada
Nice.. ..sir ...	not-Kannada
Last nalli  heldalla guru superr	Positive
@Creative Kannadiga yake hero hiroin galige matra abhimaani aagbek naav tallent ge bele kodtivi ann nimage tallent ide adikke namage abhimaan ide ashte🥰	Positive
@Nandi Parthasarathi nimm amman  kalustiya	Negative
hadu yaarige isht aaytu Handsup 	Positive
Ya bro  true	unknown state
2019 Noduvaru like please.........	Positive
@VARAPRASAD K K  jail boy d boobs wig star	not-Kannada
roking star yash abhimanigarind shubh harikegalu	Positive
en kottiddiya guru yehpp naanu en en baibekitu adan ell baididiya dewood evala amman ellar ghu sari yagee kottidia naanu antu ninge dodda abhimaani aagi bitte	Negative
Superb song	not-Kannada
@SS ENTERTANEMENT 2 Sir joke alla KGF li yela points galu tumba chanagitu nanu rakshith shetty fan nangenu hate illa	Positive
Rajesh Rao yeap bro	unknown state
Louda cinema director pyscho channagiro cinema ending allii haal mad da	Negative
arjuna janya e music director na nodi kali	Positive
@Lavanya gowda Tan Q Sister	unknown state
rakshit shetti kannadad bele kattalagad maaniky	Positive
Dislikers==Dagar Rashmika fan	Negative
nivu i tar prayogatmak movigaonne madi  nimge i tarane sett agodu	Negative
Most handsome Kannada film industry	Positive
Dagar sule munde bindu	Negative
Jai rakshit shetty	not-Kannada
Is it true	unknown state
Ee video dalli play agiro game yavdu	Mixed feelings
yaryag i san isht aaytu like madi...	Positive
Intaha innu hadugalu kannada industryge beku annuvavaru like madi	Positive
super film kavanadalli kathe	Positive
From yash fans	unknown state
ayn ....... pa avarn	unknown state
96 film tamil alli blockbuster... gultoo	unknown state
Film nalli yellara kelasa chennagide.heroin super aagiddare .super aagi act maadiddarenDuddalli sothiddareno gothilla.kannadigara hrudayadalli film geddide.heroine ge dayAvittu chance kodi	Positive
387 tusmika fans anstade	Negative
Super voice ..ck	not-Kannada
D Boss abhimanigarind all the best	Positive
nin tunni hatra shot udd agidave ansutte hogi bolusu.... nimm amman  d boss vishya kke bandre tullare kodtini matra... hushar.. baaro.. dum idre megestic.... hatra tullare dengtini ashte magane nimm awv hadaragitti	Negative
Mee too sir please do consider	unknown state
achch kannadad sahitya souper njay karnataka	Positive
Hindi kaha he bhai???	not-Kannada
@Asha Asha wc	unknown state
Caller tune code piz?	Mixed feelings
Currect agi helidri sir	unknown state
ayn  praas  guru  nindu 🤣nNkn deng devru madu tiktok na	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
triler tumba chennagidepanjai de bass.......	Positive
hadu  tumba  chennagi ide huliya nixe dicembar 27 kke moovie therege bartide yall  hale recard gal gell RIP. barta irodu namm  huliya	Positive
nammanegu bandu majjige kelidd	Positive
Super bro	not-Kannada
King is back	not-Kannada
Kannada industry is next level ivaga yaru alladsak agalla Kannada industry na	Positive
Rakshit shetty bro	not-Kannada
Worst movie. artane illa. 1 concept kuda illa.	Negative
Bharatha Dali jathi padathi meljathi kiljathi erovarege  development sadyane ella and  lancha black money erovarege udara agalla. Reservations erovarege Bharatha udara agala innu development kanasina mathu . China Dali latest political parties Kiri Kiri Ella mathe munduvarida desha but Bharatha China ke compare madidare thumba hinde ede . Bharatha Munde barbekadare political onde erbeku or president adikara erbeku. reservation ban agbeku. Meljathi kiljathi ban agbeku. Lancha ban agbeku. Thappu madidavarige kattina shikshe agbeku Saudi Thara . Amele Bharatha udara aguthe .	Mixed feelings
Super super super super  song	not-Kannada
Hindi Hindi Hindi hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi	not-Kannada
Yes true guru	unknown state
Pubgi kooda ban agbikittu	Mixed feelings
ashwatam inu badakidana	Mixed feelings
i san channagide	Positive
Modhlu sariyagi english kaliyo childu	Negative
are  jan kunidu kuppakisutiddare anth Tik tok ban madill. idannu balsuv bahishtu jana kendra sarkarad vaifalya etti torisi	Negative
olle prayatnake olledagli Jai srimannarayana	Positive
de bass fance like modro	Positive
Sir avn height eshtu...... Age eshtu.... Kelbit heli pls	Mixed feelings
Shivaraj Shivu nnimm number kodri	Positive
Kadak	Positive
Sasthanga namaskaar guru nale	Positive
Gali Matin Bazaru Sudi Saride Sumaru... Adu yen Andre...!nIDU CHARITRE SRUSTISO AVATARnVijay Prakash voice nice.	unknown state
I love you dia	Positive
Superb chennag heludri frnd🤣🤣Nam hatra tik tok app illa	Positive
china eshte munduvarediddaru adu anyadeshve hortu namm deshvaguudill. avarannu hogali nammannu tegali yavude prayojanavill. naavu prajegalagi yavariti nadedare deshavannu munnadesalu sadhay endu nammalli arivu moodisuv sanghatne atyagatya. modi swachh bharat abhiyanvannu adicondu hangisimvare hechu. swachh bharatavannu modi maduvudall badlagi adu deshad nagarikar kartavya endu obbarigu anisalill. igleu modi eti endare all preti ennuv janariddare.   yavude olleya kelasakke kalegeeyuv janaru deshdalli tumbi tulukuttiddare. desh drohigainnu bembalisuv	Positive
diya ge modal prithiya madhyantar  shak cottore eradne pritiyu coneyalli shak koduttade... kathe chitrakathe sambhavne nirdeshan souper 4 janaru tumba chennagi natne madiddare ... ibbaru nataru souper natiyu souper pavitra lokesh avar natne adbut ..ondolle adbutvad cinema ...	Positive
Telegram alli download maadkondu nodidare...theatre alli kammi	Mixed feelings
Gurve egle Google nali search madu	Mixed feelings
Adarsh Sagar suppre	unknown state
7 janma idiya aatva ilwo |n	Positive
Eee song naa eeega nodthiroru like maadi	unknown state
Super  song	not-Kannada
Good song nPakka hit agutha	Positive
Hats up u sir.	not-Kannada
@TROLL MONSTER_KANNADA nNimm Todeya release gu modale damaar	Negative
@Sumukh M.R maga urkanbeda bido	Negative
Dub it to Malayalam	unknown state
Super video bro	not-Kannada
i kannada chitrad bagge nanage tumba hemme ide. avaru sakashtu pracharavannu madlill. avaru spardhatmak jagattinalliddare embudannu avaru maretiddareye? nann hridya kaleduhogide	Positive
Bro nanu tik tok install madidde..onde dinakke uninstall madde....matte tik tok sahavasakke hogilla...allinda tik tok agu hogugalanna troll video dalle nodi njoy madta idini....super bro...🤣🤣🤣🤣	Positive
Nijavaaglu adbhutha film plz encourage Kannada movie	Positive
En sir lyrics. Superb	Positive
Bere Level #ASN #'Hands Up'	Positive
Now 28k dislikes	Negative
super guru idhu actually chennagirodhu	Positive
Idu talent ..	Positive
How can u say	not-Kannada
Kach hogedu banda varu like madi	Negative
D boss fans like here	not-Kannada
Super Jai hind	not-Kannada
nanage kaanuv onde tappu...... publicity madade iddaddu. ....	Negative
Rashmika vaapas baaro haagide	unknown state
Bro your playing game name	Mixed feelings
Nice trailer super acting prajwal devraj	not-Kannada
band hadige rachisalu hosade shasan mereyali gagandali nimmade lanchan yuddh madebeku odabardu nkatukara munde bhagavadgeete loved itnMy favorite line superb lyrics	Positive
Super super song	not-Kannada
Bindu gowda lofer avlu	Negative
Ishtu bega YouTube li movie bitre theotre ge enukk hogtare jana	Negative
Hands up idu vanavrat	Positive
Delete hadru nanu downloade made	Negative
Rashmika fans  ND devarkonda fans urkondirtarea	Negative
super  movei sir nanu theatre nanali nodide ade nana turpthi	Positive
@Ajaya shetty sari bidi	Mixed feelings
kichch sudip  annan abhimanigarind kadeind al di best ...ncariwreV srushti agodu pakk....	Positive
4.19 ....SRK Pose	unknown state
Super   n  jai de bass	Positive
Pakka Anna Nivu helidu pakka nija	Positive
Enu Kannada antha matadtaro ee goobegalu. Thoo!... Tumba chennagi maadideera. Avru nim jote tumba chennagi maadidare. Enu maadiddu	Negative
Super guru love you	Positive
nirmapakare nimm acount number cody nimm account gge amount akabeku	Mixed feelings
Like from Kasaragod	unknown state
ta ta ta ta ta da da da	unknown state
Sharanraj Crs danevadgalu	Positive
Anjali Devi hi	not-Kannada
full videos link iddare haaki...	unknown state
Nee super guru......	Positive
kshamisi diya team .....	Mixed feelings
Lol darahan fans talking about quality 🤣🤣.	not-Kannada
Thu.... Gaandu.... Ninobba gandsa	Negative
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
hadu matra	unknown state
Urkobetvre guru	Negative
Very good song	not-Kannada
U r awesome bro	not-Kannada
Keli kaadiruva baandavaarenBhuviyalli avana arithavaarenYaarila bidinMunnudinIddaradondu dantakathenNalku dikkinalu bekavanunBanduku hidida manavanunThale melide keeretanViraatanGuri bennato netaaranunGalli maatina bazaarunSuddi saaride sumaarunPaatrada parichaya irovrunEe badukige ide Ghana  hesarunHands up idu AnavaraatanHands up Na agnyata nHands up ide vedanta nIdu charithre srushtiso avataara	Positive
Bro nan phone thagandaginda nu aa galeej app install madilla.adre adu yavdo ragitu goditu antharalla (share it ) na delete mad de	Negative
jai mori jai rogi islam saisi ide ivar guri	unknown state
rashmika madan dgar	Positive
Nijave idhu charitre srustiso avatharane bidi	Positive
@Manjunath mtr tq bro	unknown state
@Madan Kumar Mister Modan kumor..... ascar yenu nobal price	unknown state
Nivu great sir swabhimani sir Ella namma preethiya geleyaru hege yara	Positive
Actually idu idu song  andre...🤘🤘 enantiri gelyare.	Positive
Guru super video  Tq guru	Positive
Yak late guru	unknown state
Jai D Boss	Positive
kolluttiruv cobbri mithi mukhedvalu nnceVnnAgi baitira sar	Negative
guruve adu GTA5 pubg all	Mixed feelings
Lo troll madtadyalla nin us mado mobile ysvdo	unknown state
Nemma anna antha barthane nodu avana hodibeku guru first Gubal Nan maga	Negative
I saw ashwathama	Mixed feelings
En helde guru	Positive
Bari telgu tamil movie nodthira ee thara movie nodi	Mixed feelings
bitwsthal SA _a	unknown state
Good job shivu	unknown state
Yes hange kick kodta hogutte.. olle synch madiddare..	Positive
@Nandi Parthasarathi chakka ansuthe ninu . gaandu soolemagne	Negative
Corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... Viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.	Negative
Dislike from rashmika fans	Negative
Muchele dagar munde sule	not-Kannada
Thumba chenagi ede	Positive
@VARAPRASAD K K le Randi magne Neenu ba nimmamman karakondu ba ibbarana hattu ibbarigu ondondu dozen Papu dagar nan maklan hutsi kalastini amele barabekadre dj sounds system idre togond ba naan madbekadre nimmamma Mia khalifa Tara kirchodu nin kannalli nodokagutto ilvonMatte Neenu sunny Leone Tara archod nan kailli tadkollokagallappa🤣🤣🤣	Negative
Yes bro avaga song ajneesh sir voice alli ittu	unknown state
Suraj Suraj suuuuper brother	unknown state
Maga super song	Positive
bangalorigu bandiddaru ashwatthama	Negative
Nin voice and dialogues ge fidha guru 🤣🤣🤣🤣🤣	Positive
Mutturaj Melageri k	not-Kannada
vijay malya avare	unknown state
Kannadadalle bandilla innu	Positive
100 days pacca	Positive
i cinemage ellaru protsahisi... intah atyuttam chithravann belesi...	Positive
suddi maduv madak hadu keliri ellaru ......HANDS UP	Mixed feelings
tumba chennagide.. hinnele sangitakke maaru hode...	Positive
Love from Hindi lover	Positive
1st rank raju	unknown state
13k dislikes frm jealous bollywood fans	Negative
Super song	Positive
vav sar nimm maatu noorkke nuru satya  souper sar	Positive
Our Kannada Song On 1Trending Again	Positive
namm deshad rajakaranigalu chillaregalu nijakku satya	Positive
Tiktok inda nam personal information china avrge gottagtide.... idella avrge gottagtilla bvc galu... ban madidre avrge madok bere kelsa iralvalla adke itara adtidare🤦and yar yaru tiktok ban madbardu anta heltaro avr videos nododna  modlu stop madbeku	Negative
Looks very different	unknown state
Nanage ansutte i video vannu rashmiya mandann fance deslike modirbahudu	Negative
Guru ninge naanu Dodda fan	Positive
Avana Basha Yevadu	unknown state
al di best nikhil kumaraswami abhimanigal kadeind i chitra shatdinotsav aachrisali endu harisutteve	Positive
idu charitre srushtiso avataar....	Positive
Obba amman hatra ninge yav maga ista antha kelidhre. Sandalwood fan	Negative
China avru nan shata	Negative
Views nodi ne gottagatte promotion sari aagilla anta. Pan India movie idu. Please innu promotion beku. Saakagta illa.	Negative
Slow poison song annoru like Maadi	Mixed feelings
Super my fevaret  thanks thaku soo mucha  ee janpadh hashy hakedhke shambhu bhalligar avarege kote kote ondhanegallu pls inodhu nuchen malaya edhe alla adhan hakepa pls	Positive
havdhu Nama manegu bandhidha .asshvathama	unknown state
souper somann machimad  intah olleya kelas innu munduvariali  shankar sar nimm nervad mattu vastavvaad matige	Positive
@Supriya Manogna nnHaaaaaaa	not-Kannada
Sharanappa Hosur ঐযয	not-Kannada
@sumya kulkarni bhrashtachar hogodu kathin kanoonugalind.......adkke rajakiya icchasakti beku.... i kall congress namm deshavannu halu madtu	Negative
souper souper souper souper souper san	Positive
@Just Fun RS	unknown state
kannada chitrarangad junior shankar naag rakshit shetti avar kannada chitrarangavannu  unnat mattakke vayutare	Positive
Sir e Corona effect mugidmele rerelease maadakaagalva	Mixed feelings
Anna sakath agi mathadiddira	Positive
Noraru kooti suriyo Kannada Film industry entha kalavidara nu belasalu sadyavilave enta  nachike vishaya alva	Negative
Ati sundarvada hasya chataki	Positive
En guru nin line's galu super agi helidiyaa bidu	Positive
@TROLL MONSTER_KANNADA nandini anta balegarana fan iddane nodo aa sulemagnig baiyi tika urkondu hontara hadsimakllu 1 year 3 blockbuster DBoss	Negative
Guri bennatto netara.......hands upp	not-Kannada
Nine sriman narayana	unknown state
E game yavadu bro	Mixed feelings
Channag ugide bro	unknown state
@ashwini p avunu dagar Devarakonda DD	Positive
Super sogs guru	unknown state
haudu hulia hands ap	Mixed feelings
@Sujith Manipal alla uddin khalji dehali sulthana ...... ava ennu iddana	Mixed feelings
you are correct bro..	not-Kannada
En heldhe guru	Positive
tumba haritwad kanteresuv pramanik prayatn. intah innu hchin kaarya kramagalu moodibaruv moolak paristaeannu samarthavagi sudharislu sirius kaarya tatpar manastheannu taruv nittinalli satt prayatn fiver vagabeku..... nimm prayatn shlaghniya....yogeesh bhat bangalore	Positive
pakka idu charitre srushthi so avataar	Positive
Pakka Engeneering Mind Bro ....Song	Positive
Lo d gujaalds neev support maadida yaav sinimaagalu succes agilla .. yaakro sumne buildep .. simple example andre ..amar movienu ..fail maadudralo .ambareesh gintha name bekittha...madhye niv hogi hal madudralo ..	Negative
bharat chalanchitra dalli hoss charitre sristislu redy	Positive
Bangalore ge bunny kaal madi 9743436877	Positive
Doddamani Muthu i am also ilakal	not-Kannada
Sir Super Speech	not-Kannada
All the best fro de bass fance	Positive
15 days inda bari dia movie status akthaedini bro awesome movie bro	Positive
nivu tumba swabhimanad vyakti. shubhashaigalu	Positive
Togari tippa keli tumba santosh ayita matte old is gold antaralll adu nija ayita	Positive
@Abhilash Gowda neen anbeda bidolo	Mixed feelings
souper san........ tumba isht aaytu.....  love you rakshith bhai	Positive
Even i felt the same..	unknown state
2.07 reminds I'm villain song	Mixed feelings
Super bro	not-Kannada
super song	Positive
Super  bro	not-Kannada
souper souper souper souper souper souper souper guru	Positive
Super song guru	Positive
Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane	Negative
Dodda dodda natarella ellodro.. thu... you are really great sir...	Mixed feelings
Rashmika urkoo  rashmika haters like herenRakshith sheety	Negative
Chennagide eno suspense ide	Positive
superrr shettrrre	not-Kannada
Bevarsigalige artha aagirbeku bro chenag ugdhideera	Negative
Pakka! And KGF Chapter II idakkint inna dodda rajya nae kattutte! Waiting for Asn & KGF II	Positive
Yava woodigu kammi illa Namma sandall wood	Positive
Filam is paka blackbaster	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
souper souper souper	Positive
Super song love u	not-Kannada
i hoss charitreya avataar itihaash aggli naarayan ! nn- kannada cinemabhimani	Positive
Olle msg bro..... Sakath agi helidira.....	Positive
anna enu suparagi heliddiri idu kannadigaru andre tick tock namm deshdind  kalachicondu hodare sakun  avag chinakke buddi barodu tick tock maduvarige buddi kalisbeku	Positive
qdvfs67tr-' 9	not-Kannada
modi nodi kaliabeku bari baayi matinlli heli upayog ill china tar madi torisu avaru raftu maduv  jidipi namm idi deshdalli ill modi ninage mattu ninn sanghigalige bari hindu mattu muslim anth komuvad madi namm deshavannu patalke nookide	Positive
2020 ipattaralli atyuttam nirdhar sariagiye ide	Mixed feelings
satyakke durvad vichaar . yake sullu heluttari	Negative
Super song Shetty	not-Kannada
desh badlavane agabeku sar	Positive
Shetruuu Superrruuuu idu charitre srushtiso avataar	Positive
Tiktok ban aagi olleya du aayitu	Positive
Super kantha	unknown state
Super movie	not-Kannada
Wonderful movie Osm	Positive
Spr song	Positive
I like this	Positive
Super Guru	unknown state
Super togari tippa	Positive
Super anna	Positive
@Nandi Parthasarathi umm nin tulluge nan ras	Negative
325K+ likes	not-Kannada
Worst = Raaja-kiyanBest = prajaa-kiya	Negative
R.N. Laxmi Mahadevl	unknown state
nanage yadi me shadi  caset hadugalu bekagive	unknown state
Hoooo super guru nin voice bhal superrrr	Positive
@Nandi Parthasarathi tunnel unnu gandu	Negative
shankar naag avar abhinayad samyate rakshit shetti avaralli kanabahudagide	Positive
arjun janya avare nodi ajanish loknath atra hogi moosic madodann kaliiri 🤣n#Odeya movie ge ayn music kottidiya swaami........... tu 🤭🤭	Negative
Great work bro	not-Kannada
Rashmika elliddeyakka🤣🥀nnnRakshith Shetty rockzzzzzzz	Positive
kelas bekanchall to 8546903696	unknown state
Wow super suuuuuper....	not-Kannada
yarella shivaji surathkal nodidira	unknown state
Bro yav ooru nivu	unknown state
Kannada chitrarangada HEMME	Positive
en lirix barisiddare guru chindi	Negative
Super sir. real hero nivu. Nimminda Navu kuda kalthkolodede	Positive
Nice bro nanu yella Chinese app na delete madidinin	Positive
@nkn havali neene hachko yak Andre ninge urdirutte	Negative
@TROLL MONSTER_KANNADA nD boob's beleyodanna nodi urakotidaranDagar fan namma BØSS beleyodanna nodi nimm gandu darshan ne urakondiddu......	Negative
Super ri bro	Positive
aa 247 jan dislikers  rashmika mandann die hard fans  irabeku..	Negative
Power Star fans like madi	Positive
int moovie na theatre nalli nodill anth tumba pashchatap agtide	Mixed feelings
Fake fake fake YouTube	Negative
Kittod nanmaklu maarayya	Negative
nijakku great parson	Positive
i hadannu pade pade keluvavaru hagu noduvavaru yaradaru iddira....	Positive
Super rost Anna	Positive
@Nandi Parthasarathi nin ammun	Negative
Vivek G side ge hogro nim	Negative
Anna sumne video madedhya nodu	Positive
Rakesht Shetty. Is. Super.	not-Kannada
Kannada namma modala aadyathe aagirbeku	Positive
sahitya adhbut nsinimA 100 dinvu adhbut nyaSassu kanali	Positive
So sadnDis like 1.8k in KannadanIn Telugu 155nIn Tamil 188nIn Malayalam 134n#ASN	Negative
Nana support Ninna ge erote bhi  nBut nice video good luck Anna	Positive
10 lla 11 pramuka  kaarana  boy behano modi	Positive
@Pandiya Shri idre contact madi	unknown state
nijawagiu idu charitre srushtiso avataar	Positive
Olledanna swalpa guruthisi	Negative
Super  song	not-Kannada
nijaku idu achrine🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤥🤥🤥🤓🤡🤡🤡🤠🤠🤠	Negative
Super sir iam like this video awesome	Positive
Kerala antha helbedi bro. Adu kuda jathi na nodutte. Agi hechagi nodutte nan sutta muttalina example nalli heltha idini... I have many Malli frnds so	Positive
Awsm song n🤩	Positive
Prajwal devaraj looks sooooo handsome in ANANTHU VS NUSRUTH kannada movie	Positive
