text	category	text_trans
ട്രെയിലര്‍ കണ്ടപ്പോള്‍ തന്നെ രോമാഞ്ചം വന്നു .....ഒന്നും പറയാനില്ല ഇത് പൊളിച്ചു....... <3.... കട്ട വെയിറ്റിംഗ് ഫോര്‍ ദി മൂവി #ROYAL_MEX	Positive	trailr kantapol tanne romance vannu .....onnu parayanill it polichu....... <3.... kat weiting phort di muvi #ROYAL_MEX
Adh suraj aanenn sound kett maathram kandpidichavar adi like..	unknown_state	Adh suraj aanenn sound kett maathram kandpidichavar adi like..
കട്ട മാസ്സിന് വേണ്ടി കട്ട waiting	Positive	kat massine vendi kat waiting
Tovino chettan fans ille	unknown_state	Tovino chettan fans ille
ഇതൊക്കെ സ്കൂൾ പിള്ളാരോട് പോയി പറ അതിന് ശേഷമുള്ള ഫൈറ്റ് മിന്നിച്ചു	Positive	itokke skuൾ pillarot poi para atin sheshmulla fite minnichu
ഒരു ന്യൂ ജെൻ മഹായാനം ചന്ദ്രു ആണെന്ന് തോന്നുന്നു.	unknown_state	oru new jeൻ mahayana chandru anen tonnunnu.
Polichu machane Lucifer ellarum kananam .	Positive	Polichu machane Lucifer ellarum kananam .
ഇത് കണ്ട് കുറുക്കൻ ഫാൻസിന് കുരു പൊട്ടുന്നുണ്ടല്ലോ	Negative	it cond kurukൻ phaൻsin kuru potunnundllo
Kanezhudhi potum thotu laletaan kalyanathin pova?? Ela padathukum ore look ula eka nadann...ooola	Negative	Kanezhudhi potum thotu laletaan kalyanathin pova?? Ela padathukum ore look ula eka nadann...ooola
#2.38 മമ്മുക്കയാണ് വരുന്നതെന്ന് തോന്നിപ്പോയത് എനിക്ക് മാത്രമാണോ?	unknown_state	#2.38 mammukaa varunnatenne tonnippoyat enic matramano?
ഒരു ഹെവി ഐറ്റം അണിയറയിൽ ഒരുങ്ങുന്നുണ്ട് മച്ചാൻമാരേ പോത്തേട്ടൻ ഫാമിലി വിത്ത് ഫഹദ്	Positive	oru hevi itom aniyaraiൽ orungunnund macchaൻmaare potetൻ family vit phahad
Full pulimurukan team.......  Lalettan ki jai......	Positive	Full pulimurukan team.......  Lalettan ki jai......
Camera man	Positive	Camera man
Venda kutta uruttam Toviiiiiiii enikk  niggale onnu kananam mindanam	unknown_state	Venda kutta uruttam Toviiiiiiii enikk  niggale onnu kananam mindanam
margam kali mathram veendum veendum kandavarundo	Positive	margam kali mathram veendum veendum kandavarundo
നമ്മുടെ മോഹൻലാൽ ഇതിൽ ഒന്നു നോക്കിക്കേ	unknown_state	nammute mohൻlaaൽ itiൽ onnu nokkikke
ITHU ENTHONNU DANCE AANU??MAMMOOKKAKKU AAMAVADHAM PIDICHO??DAYAVU CHEYTHU MAMMOOKKAYODU INI MELAL DANCE KALICHEKKALLE ENNU PARAYU.	Negative	ITHU ENTHONNU DANCE AANU??MAMMOOKKAKKU AAMAVADHAM PIDICHO??DAYAVU CHEYTHU MAMMOOKKAYODU INI MELAL DANCE KALICHEKKALLE ENNU PARAYU.
Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum	unknown_state	Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum
Thuvanathumbikalile jayakrishnane orma vannavar like adi	unknown_state	Thuvanathumbikalile jayakrishnane orma vannavar like adi
Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'	Negative	Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'
AKSHAY P R  bhavi #nadan nammada #chunck 0:21	unknown_state	AKSHAY P R  bhavi #nadan nammada #chunck 0:21
Eth pulimuragan pole undalo..trailerinte last sredhiku	Negative	Eth pulimuragan pole undalo..trailerinte last sredhiku
അടുത്തിടെ കേട്ട പാട്ടുകളിൽ പൂമുത്തോളെ നീ കഴിഞ്ഞാൽ ഏറ്റവും ഇഷ്ടമായ ഗാനം..	Positive	atuttite keta paattukaliൽ pumuttole ni kavinjaൽ et ishtamay gana..
പാട്ടിനെക്കാൾ കിടു  കമന്റ്സ് ആണ്   ചിരിച്ചു ഒരു വഴി ആയി	unknown_state	pattinekaൾ kitu  kamants aan   chirichu oru way aai
Taken Enna movie pole aavum enn thonnunnu	Mixed_feelings	Taken Enna movie pole aavum enn thonnunnu
Kodum chathi aayi poyi queen team ennodu kanichath... Ee film kanan vendi ethra maasam aayit katta waiting anenn ariyuo daily trailer kand kand irunna enik saudiyil job kitti vanna aa same week thanne release cheythu... Ithrakk vendarunnu... Kanan kothi aayit vayya	Positive	Kodum chathi aayi poyi queen team ennodu kanichath... Ee film kanan vendi ethra maasam aayit katta waiting anenn ariyuo daily trailer kand kand irunna enik saudiyil job kitti vanna aa same week thanne release cheythu... Ithrakk vendarunnu... Kanan kothi aayit vayya
Ithilum valiya verupikal padam swapnagalil mathram	Negative	Ithilum valiya verupikal padam swapnagalil mathram
ശബ്ദ് മാത്രമേ ഉള്ളൂ -മുഖം കണാൻ വീഡിയോ മുഴുവൻ കണ്ടത് ഞാൻ മാത്രമാണോ .	unknown_state	shabd matrame ullu -mukham kanaൻ video mubhuvൻ kantat naൻ matramano .
ലാലേട്ടാ ഒരു രക്ഷയുമില്ല കിടു ഐറ്റം	Positive	laleta oru rakshayumill kitu itom
ഇൗ generation le പിള്ളാർക്ക് ജോഷി sir ne ariyyo?	unknown_state	i generation le pillaർk joshi sir ne ariyyo?
8hr 2 million viewers one name laletan ...n prithvy	not-malayalam	8hr 2 million viewers one name laletan ...n prithvy
It's a blockbuster .... prithvi keeeee jai. ....	Positive	It's a blockbuster .... prithvi keeeee jai. ....
Action film kaddittu kurrachu kallam ayyi	Positive	Action film kaddittu kurrachu kallam ayyi
തലെവർ നീ വാ ഇനി താ ആട്ടം	unknown_state	talevർ ni wa ini ta atea
വിനീതേട്ടൻ പൊളിക്കും  love you ചേട്ടാ.....	Positive	vinitetൻ polik  love you chetta.....
Youtube adichu poi makkale.. Raja vannu......	Positive	Youtube adichu poi makkale.. Raja vannu......
Vineethettante last nottam kandappol kumbalangiyile shami ye ormavannu	unknown_state	Vineethettante last nottam kandappol kumbalangiyile shami ye ormavannu
ട്രൈലർ കണ്ടു അങ്ങ് ലൈകീക് ...കാരണം ഒന്നും പറയാൻ ഇത് പൊളിക്കും	Positive	trailർ kantu ang likik ...karea onnu paryaൻ it polik
Santa, Christmas, ennu okke olla themil oru movie malayalathil adhikam ella...teercha aayum ellarum ethu vijayakaram aakanam..ennale ethu pole eniyum movies varu!	Positive	Santa, Christmas, ennu okke olla themil oru movie malayalathil adhikam ella...teercha aayum ellarum ethu vijayakaram aakanam..ennale ethu pole eniyum movies varu!
Ee song kurach koode undayirunenkil enn aagraham ullavar Onnu like adiche	unknown_state	Ee song kurach koode undayirunenkil enn aagraham ullavar Onnu like adiche
സുരാജേട്ടാ ഇങ്ങളെ നമിച്ചു......  ഇങ്ങള് പൊളിയാണ്........	Positive	surajeta ingse namithchu......  ings pola........
കോമഡി കണ്ടിട്ട് ചിരി അങ്ങ് നില്ക്കുന്നില്ല...എന്താ ചെയ്യാ അജ്ജാതി കോമഡി	Positive	komadi contit chiri ang nilkunnill...enta cheyya ajjati komadi
അനു ചേച്ചിയെ മിസ്സ്‌ ചെയ്തത് എനിക്ക് മാത്രമാണോ	Mixed_feelings	anu chetchie miss cheitat enic matramano
Dileep ettan fans like here	unknown_state	Dileep ettan fans like here
Ente channel onnu subscribe cheyumoo frnzzz. plzzz	unknown_state	Ente channel onnu subscribe cheyumoo frnzzz. plzzz
ಯೇಸುದಾಸ್ 80 year song ಹೇಗಿದೆ ನಮ್ ಪುಣ್ಯ	not-malayalam	ಯೇಸುದಾಸ್ 80 year song ಹೇಗಿದೆ ನಮ್ ಪುಣ್ಯ
പ്രേക്ഷകരുടെ മനസ്സിൽ നിറഞ്ഞു നിൽക്കുന്ന ഒരു കഥാപാത്രമാവാൻ  ഞങ്ങളുടെ swasuttiku കഴിയട്ടെ. വിജയാശംസകൾ നേരുന്നു 🥰🥰🥰🥰	Positive	prekshakarute manassൽ nicknju niൽkkunn oru kathapatramavaൻ  chhangute swasuttiku kachiyatte. vijayashansakൾ nerunnu 🥰🥰🥰🥰
Peranbilum yathrayilum ingeru ithengana abhinayichu....maassinu maassum claassinu claassum ....ikka vere level thanne....	Positive	Peranbilum yathrayilum ingeru ithengana abhinayichu....maassinu maassum claassinu claassum ....ikka vere level thanne....
Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	Mixed_feelings	Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam
Annyayam not only a single mass political drama	Positive	Annyayam not only a single mass political drama
Trailer pora .... cinema nannavumenn pratheekshikkunnu	Mixed_feelings	Trailer pora .... cinema nannavumenn pratheekshikkunnu
പടം കണ്ടു കഴിഞ്ഞും ട്രൈലെർ കാണാൻ വന്നവർ ഇവിടെ like	unknown_state	pat kantu kachingu traileർ kanaൻ vannavർ ivite like
M E G A S T A R	not-malayalam	M E G A S T A R
കുമ്പളങ്ങിയിലെ 3 ആഡാറ് items ഇതിലും ഉണ്ട്‌.. DOPഷൈജു ഖാലിദ്, Editor സൈജു ശ്രീധരൻ, Music സുഷിൻ ശ്യാം... പ്രതീക്ഷകൾ കൂടുന്നു...	Positive	kumpalarii 3 adar items itil und.. DOPREju khalid, Editor saiju shreedharൻ, Music sushiൻ shya... pratikshakൾ kutunnu...
ആരോ ഒരാൾ അല്ല ഏട്ടൻ നമ്മുടെ ഏട്ടൻ ലാലേട്ടൻ	Positive	aaro oraൾ all etൻ nammute etൻ laletൻ
Kozhikode model school    innum   marikkaatha   vikaaramaanu   geevithathil...	Positive	Kozhikode model school    innum   marikkaatha   vikaaramaanu   geevithathil...
ithenthonna ithra valiya traileronnuallallo....oru saada chalikal neracha ippo adhikavum kand varunna type trailer	Negative	ithenthonna ithra valiya traileronnuallallo....oru saada chalikal neracha ippo adhikavum kand varunna type trailer
Dileepettan   One and Only Janapriya Nayakan	not-malayalam	Dileepettan   One and Only Janapriya Nayakan
ഡി ഗ്രഡേഴ്‌സ് കമോൻ.. രോമം.. രോമത്തില് കൊള്ളുകെല ഇക്കാൻറെ...	Positive	de gradenes kamoൻ.. roma.. romattil kollukel ikkaൻre...
Maamagathinte munpill pottan pokunna cinima. Maamagathinte rashass Kandahar super abipramanu parannathu	Negative	Maamagathinte munpill pottan pokunna cinima. Maamagathinte rashass Kandahar super abipramanu parannathu
ഈ ഒരു സോങ്ങിൽ 2 പെണ്ണിന്റെയും expression ഇത്ര ഭംഗിയോടെ എടുക്കാൻ പറ്റിയിട്ടുണ്ടെങ്കിൽ.... മമ്മൂക്കന്റെ വേറെ level ആയിരിക്കില്ലേ....   I am waiting.......	Positive	i oru sondiൽ 2 penninteyu expression itr bhangiote adukkaൻ patiitundengiൽ.... mummune vere level irikille....   I am waiting.......
Nta ponnu muthu maniyeeee  lalataaaaaaaaaaa	Positive	Nta ponnu muthu maniyeeee  lalataaaaaaaaaaa
Don't compare stars... Because everyone is unique	not-malayalam	Don't compare stars... Because everyone is unique
Oru marana mass chitramaavatte laleeta lucifer	Positive	Oru marana mass chitramaavatte laleeta lucifer
Ith kidukkum enn urappullavar ivde like	unknown_state	Ith kidukkum enn urappullavar ivde like
Wah...Wah..ഇതെന്താ അഭിനയിക്കാൻ പറഞ്ഞാൽ ജീവിച്ചു കാണിക്കുന്നവരുടെ get to getheroooo	Positive	Wah...Wah..itenta abhinaikaൻ parannaൽ jivichu kanikunnavrute get to getheroooo
Full naturel  no cemicels abinayam	unknown_state	Full naturel  no cemicels abinayam
IKKA PWOLI BGM oru rakshayum illa	Positive	IKKA PWOLI BGM oru rakshayum illa
#illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated	unknown_state	#illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated
0:24 ദാറ്റ്‌ സാന്റ ലുക്ക് 🤩...  കുട്ടികളെയും കുടുംബ പ്രേക്ഷകരെയും കയ്യിലെടുക്കാൻ പോന്ന ഒരു ഐറ്റം ആണെന്ന് തോനുന്നു ... നീ കാത്തിരുന്നവൻ ഞാൻ തന്നെയാണ് ഐസാ	Positive	0:24 dat sanera lok 🤩...  kuttikalayu kutub prekshakarayu kayiledukaൻ ponn oru itom anen tonunnu ... ni kathirunnavൻ naൻ tannaan aisaa
പറ്റുന്ന പണിക്ക് നിന്നാ പോരെ  മമ്മൂക്കാ...  നാറ്റിച്ചു	Negative	patunn panic ninna pore  mummukka...  natichu
പുലിമുരുകൻ മുമ്പ് ഒപ്പം പോലെ ആവട്ടെ മരയ്ക്കാർ മുമ്പുള്ള ബിഗ്ബ്രദർ	unknown_state	pulimurukൻ mump oppam pole awate maraikkaർ mumpural bigbradർ
കാണുന്നതിന് മുന്നേ dislike അടിച്ചേക്കുന്നു 🤣 അത് അങ്ങനെ ഒരു മൈരൻ	Negative	kanunnatin munne dislike atichekkunnu 🤣 at angne oru mairൻ
സുരാജേട്ടൻ  അഭിനയിക്കാൻ പറയുമ്പോൾ ജീവിച്ചു കാണിക്കും	Positive	surajetൻ  abhinaikaൻ padyumpoൾ jivichu kanik
Enta ponney ijjathi item uff romanjam	Positive	Enta ponney ijjathi item uff romanjam
Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo	unknown_state	Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo
0:56 മച്ചാൻ പോളിയ, ബുദ്ധിയാണ് ഇവന്റെ മെയ്ൻ	Positive	0:56 macchaൻ polia, buddhia ivante mayൻ
Vanu vanu vanu aven vanu......  DILEEP	Positive	Vanu vanu vanu aven vanu......  DILEEP
shades vekkumbol Vinayakan look ulla bobby day friend pwoli alay?	unknown_state	shades vekkumbol Vinayakan look ulla bobby day friend pwoli alay?
മലയാളം ഇന്നും പഴയ നൂറ്റാണ്ടിൽ തന്നെ..  തമിഴിലും തെലുങ്കിലും ഉള്ള  ചരിത്ര സിനിമകളൊക്കെ കാണെടോ..  വൃത്തിയായി പാട്ട് പോലും compose ചെയ്യാൻ അറിയാത്ത ഒരു industry.. 🥴	Negative	malyalam innu paddy nutandiൽ tanne..  tamilil telung ull  charitra sinimalocke kaneto..  vruttiyai pat polu compose cheyyaൻ ariatt oru industry.. 🥴
Linto kuriante teaser cut aanu nokki irunnathu	unknown_state	Linto kuriante teaser cut aanu nokki irunnathu
Prthwiraj  and ikka fans like here	unknown_state	Prthwiraj  and ikka fans like here
watch all #mohanlal #mammooka fans 🤜🤛	not-malayalam	watch all #mohanlal #mammooka fans 🤜🤛
ഇവളെ ഞാൻ ഇന്ന് കൊല്ലും ഒരു മൂക്കുത്തി ക്ക് വേണ്ടി ഒരു പാട്ട് ഉണ്ടാക്കിയത് എന്തിനാ മമ്മൂക്കയോട് ഉണ്ണിമുകുന്ദൻ പറഞ്ഞാൽ മതിയായിരുന്നു എത്ര സംഭവമാക്കാൻ ഒന്നുമില്ലഅല്ലെങ്കിൽ പോലീസ് അന്വേഷണത്തിന് വിടട്ടെ	unknown_state	ivale naൻ inn kollu oru mukkutti k vendi oru pat untakiyat entina mummukayot unnimukundൻ parannaൽ matiairunnu etra sambhavamakaൻ onumilallengiൽ police anveshanttin vitate
ഈ ഓണം ഇട്ടിച്ചായനോട് ഒപ്പം  ഏട്ടന്റെ അനിയന്മാർക് ലൈക് അടിക്കാനുള്ള കമന്റ്	unknown_state	i ona itichayanote oppam  etinte aniyanmaർk lik atikanural kament
ഉയിരിൽ തൊടും തളിർ വിരലാവണേ നീ അരികേ നടക്കണേ അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരു നിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു പറയുമോ  ഉയിരിൽ തൊടും കുളിർ വിരലായിടാം ഞാൻ അരികേ നടന്നിടാം അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരു നിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു പറയുമോ  വഴിയോരങ്ങൾ തോറും തണലായീ പടർച്ചില്ല നീ കുടയായ് നിവർന്നു നീ നോവാറാതെ തോരാതെ പെയ്കെ  തുഴയോളങ്ങൾ പോൽ നിൻ കടവത്തൊന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ കാറേ ഇലയിതിൽ പെയ്യണേ  മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ  ഉയിരിൽ തലോടിടും ഉയിരായിടും നാം നാമൊരുനാൾ കിനാക്കടലിൽ ചെന്നണയുമിരു നിലാനദിയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു തുടരുമോ	unknown_state	uiriൽ totu taliർ viralavane ni arike natkane alayu chutukatinu kutia namoru naൾ kinakutiliൽ chennavyumiru nilavalya  aaru kana hridyataramatiൽ uruki namannaru keൾkka.. pranayajalkath palavuru parayumo  uiriൽ totu kuliർ viralitam naൻ arike natannitam alayu chutukatinu kutia namoru naൾ kinakutiliൽ chennavyumiru nilavalya  aaru kana hridyataramatiൽ uruki namannaru keൾkka.. pranayajalkath palavuru parayumo  waiorasൾ toru tanalayi patർchchill ni kuta nivർnnu ni novarae torate peike  tubyolangyൾ poൽ niൻ katvattonnu naൻ tottu melle karte chillayitiൽ vishane kare ilayitiൽ paiyane melle tirmitilocaslolanslai ni varu  uiriൽ taloti uiri nam namorunaൾ kinakkataliൽ chennavyumiru nilandia  aaru kana hridyataramatiൽ uruki namannaru keൾkka.. pranayajalkath palavuru tutrumo
വരുന്നത്  ഒരു ക്‌ളാസ്സ് ആണെന്നുറപ്പാ	Positive	varunnat  oru class anennupappa
Ithpolethe padam ellam malayalathil vijayiko...tamizhamar kayyadikum...	Mixed_feelings	Ithpolethe padam ellam malayalathil vijayiko...tamizhamar kayyadikum...
എനിക്ക് ഒരു 369 like തരുമോ മമ്മൂക്ക ഫാൻസ്‌ common  പറ്റുന്നവർ എന്റെ ചാനൽ സസ്ക്രബ് ചെയ്യുമോ... plz	unknown_state	enic oru 369 like tarumo mummuk phaൻs common  patunnavർ ente chanൽ saskrab cheayumo... plz
13k dislike adicha guhanzzz stand vitt pokendatanu	unknown_state	13k dislike adicha guhanzzz stand vitt pokendatanu
EVERYTHING IS CONNECTED,അത് dark series ന്ന് ചൂണ്ടിയതാ	unknown_state	EVERYTHING IS CONNECTED,at dark series nn chundiyata
സ്റ്റേജിൽ വർക്കിയെ (സലീംകുമാർ ചേട്ടൻ) ശ്രദ്ധിച്ചവർ ലൈക് അടിക്	unknown_state	statejiൽ waർkie (salinkumaർ chetൻ) shraddhichchavർ lik atic
Iwaaa Teaser Ishtam ayillarunu pakshe Trailer Kidukki 🤝	Positive	Iwaaa Teaser Ishtam ayillarunu pakshe Trailer Kidukki 🤝
Introduction scenil ulla aale manassilayavar undo	unknown_state	Introduction scenil ulla aale manassilayavar undo
പടം ഇറങ്ങുന്നതിന് മുൻപ് തന്നേ ഞങ്ങൾ പറയും.... സൂപ്പർ ഹിറ്റ് %	Positive	pat irangunnatin muൻp tanne chhangoൾ padyu.... supർ hit %
Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam	Positive	Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam
മരയ്കാറിനു ചിലപോൾ ദേശിയ അവാർഡ് കൊടുകുവാൻ സാധൃത  കാണുനനു കാരണം (പിയൻ  ഒൻഡ ആള bjp എന്ന കള്ള ഹിമാറിൻ .ആണ്	unknown_state	maraikarinu chilpoൾ deshia avaർd kodukuvaൻ saadhrut  kanunu karea (piaൻ  oൻd aala bjp end kall himariൻ .aan
കുങ് ഫു ആണെന്നും പറഞ്ഞു വിങ് ചുങ് കാണിച്ചു പറ്റിക്കുന്നോ ബഡുവാ , ബിത്വ ബാബു ആൻറണി ഇല്ലാത്ത മാർഷ്യൽ ആർട്ട്സ് പടം ഞാൻ ആക്സപ്റ്റ് ചെയ്യില്ല	Mixed_feelings	kung fu anennu parannu ving chungh kanicu paticunno baduva , bitva babu aaൻorni illat maaർshyaൽ aaർts pat naൻ aksapt cheyill
Enike ippo ariyanam eade poo makal ane idine dislike adichade ene	Negative	Enike ippo ariyanam eade poo makal ane idine dislike adichade ene
mavanakolla kattila iruku kollama vidamata	not-malayalam	mavanakolla kattila iruku kollama vidamata
Lalettane konde pattu super script aayirikum	Positive	Lalettane konde pattu super script aayirikum
Durantham poojapura jimittolikal dislike aayi irangeetund..haha	Negative	Durantham poojapura jimittolikal dislike aayi irangeetund..haha
Rajuettan making super...ini padam koode super hit aya mathi	Positive	Rajuettan making super...ini padam koode super hit aya mathi
മാർഗം കളി മെയ് വഴക്കം ഒരു രക്ഷയുമില്ല	Positive	maaർgam kali may vaikum oru rakshayumill
ജോജു ഏട്ടനും ചെമ്പൻ ചേട്ടനും പൊളിക്കും.. പക്ഷെ നൈല തൂറും	Mixed_feelings	joju atanu chempൻ chettanu polik.. pakshe nail turu
Ennada uvve ee padam onnu theateril kaanan pattuka?!	Negative	Ennada uvve ee padam onnu theateril kaanan pattuka?!
Teaser enokee vachal ethanuu ikka uyir	Positive	Teaser enokee vachal ethanuu ikka uyir
Nalla oru survival movie avum enn pratheekshikunnu	Positive	Nalla oru survival movie avum enn pratheekshikunnu
ഓ ചളി എന്ന് വിചാരിച്ച് കണ്ട് തുടങ്ങി .. പക്ഷേ ഇഷ്ടായി......	Positive	o chali enne vicharich cond tuteni .. pakshe ishtai......
അമ്മച്ചിയും മകനും പൊളിക്കും എന്നു ഉറപ്പുള്ളവർക്ക് ലൈക്‌ അടിക്കാനുള്ള സ്ഥലം...  ലാലേട്ടൻ & ലളിത ചേച്ചി ഇഷ്ടം...	Positive	ammaychiu makanu polik ennu udhappulevർk lik atikanural sthalam...  laletൻ & lalit chechchi ishta...
#MAMMOOKKA as Money Lender  ഇതു പൊളിക്കും 🤙__	Positive	#MAMMOOKKA as Money Lender  itu polik 🤙__
ഒരുപാട് ആളുകൾ പറയുന്നത് കേട്ടു സിനിമ ഒട്ടും കൊള്ളത്തില്ല എന്ന് പക്ഷെ നേരിൽ പോയി കണ്ടപ്പോ മനസിലായി പറയുന്നതുപോലെ ഒന്നും അല്ല നല്ലൊരു സിനിമ തന്നെ എന്ന്. പിന്നെ സിനിമ കൊള്ളില്ല എന്ന് പറയുന്നവരൊക്കെ ലാലേട്ടൻ ഫാൻസ്‌ ആണെന്ന് പറയരുത് കാരണം ഞാനും ഒരു കട്ട ലാലേട്ടൻ ആരാധിക ആണ്.ചിലർക്ക് ഉള്ള അസുഖം ആണ് ഒന്നും നേരിൽ കണ്ടില്ല എന്റെ എങ്കിലും അങ്ങ് ഉറപ്പിക്കും കൊള്ളില്ല എന്ന്. അതിനി എന്തോ പറഞ്ഞാലും മാറില്ല	Positive	orupat alukൾ parayunnat kettu sinim ot kolattill enne pakshe neriൽ poi kantapo mansilayi parayunnatupole onnu all nalloru sinim tanne enne. pinne sinim collill enne parayunnavrocke laletൻ phaൻs anen panyarut karea nanu oru kat laletൻ araadhik aan.chilർk ull asukh aan onnu neriൽ condill ente ankil ang udhappik collill enne. atini ento parannalu marill
192k viewers 194k like how it is possible! 🤔🤔🤔	not-malayalam	192k viewers 194k like how it is possible! 🤔🤔🤔
ഇടയ്ക്കിടയ്ക്ക് സ്ലാങ് മാറുന്നു. സംവിധായകൻ അങ്ങട് കറക്റ്റായിട്ടു ശ്രദ്ധിച്ചില്ല	Mixed_feelings	idikkitek slang marunnu. samvidhayakൻ atet kanktittu shraddhitchill
Eth kandappooll prithvi rajinee ormavannavar like adiii	unknown_state	Eth kandappooll prithvi rajinee ormavannavar like adiii
Janapriyaനായകൻ  എന്നു ഇതൊക്ക കൊണ്ട് ആണ് വിളിക്കകുന്നത്. Festival മാർക്കറ്റ് aringu kalkuna nadan..	Positive	JanapriyanAyakaൻ  ennu ittek kond aan vilikunnat. Festival maaർcket aringu kalkuna nadan..
ആ പോലീസുകാരൻ സൽമാൻഖാന്റെ അനിയൻ ആണെന് എത്ര പേർക്ക് അറിയാം..(  arbaas khan )	unknown_state	aa polisukarൻ sൽmaaൻkhante aniaൻ anen etra peർk aria..(  arbaas khan )
Trailer ഇഷ്ട്ടപ്പെട്ടവർ like button കുത്തി പോട്ടിക്ക്‌	unknown_state	Trailer ishttappettavർ like button kutti potic
2019 enik venam .ningal athenikku tharanam	unknown_state	2019 enik venam .ningal athenikku tharanam
Endu avinja monthaya Ivanu.. Body orumathiri arichakk pole	Negative	Endu avinja monthaya Ivanu.. Body orumathiri arichakk pole
സംഭവം ജോറായി . ഈ വീഡിയോ കണ്ടപ്പോൾ  പടത്തിൽ ഒരു പ്രതീക്ഷ വന്നു. ലാലേട്ടന്റെ മാർഗം കളി കലക്കി. അപ്പോൾ ഈ  ഓണം വിത്ത് ലാലേട്ടൻ	Positive	sambhava jorai . i video kantapoൾ  patattiൽ oru pratiksh vannu. laletante maaർgam kali kaliki. apoൾ i  ona vit laletൻ
എന്നാലും എന്റെ മൂക്കുത്തി.. നീ കാരണം ... ഷോ......	unknown_state	ennal ente mukkutti.. ni karea ... sho......
ഇക്കാടെ റേഞ്ച് എത്തി പിടിക്കാൻ പറ്റാത്ത അത്രേം ആയി.. അതിനുദാഹരണം ആണ് industry ഹിറ്റ്‌ ആകുന്നു ഫാൻസ്‌ പറയുന്ന ഇക്കാടെ കരിയർ ഹൈപ്പ് പടം. ടീസർ ഇറക്കിയപ്പോൾ സബ്സ്ക്രൈബ് കുറവെന്ന് പറഞ്ഞു നിലവിളിച് 6.5 M  subscriber ഉള്ള ചാനലിൽ റിലീസ് ചെയ്തു. 17 മണിക്കൂർ ആയിട്ട് ആകെ വ്യൂസ് 375 k.. സബ്സ്ക്രൈബ് കൂടുതൽ ഉള്ള ചാനലിൽ റിലീസ് ചെയ്‌താൽ മലമറിക്കുന്നു പറയുന്ന ഫാൻസ്‌ പോലും കേറി കാണൂല.. അവന്മാർ ബാക്കി നടൻമാർ തുപ്പുന്നുണ്ടോ തൂറുന്നുണ്ടോന്നു തപ്പി നടപ്പാ.. മെഗാച്ചർ ചിങ്ക തലൈവന്റെ ഒരു അവസ്ഥ.. star value വെറും zero..	Negative	ikkate rench eti pitikaൻ patatt atrea aai.. atinudahara aan industry hit akunnu phaൻs parayunn ikkate kariaർ hype pat. tisർ iokkiappoൾ sabscrib kullwenne parannu nilevilich 6.5 M  subscriber ull chanaliൽ relis cheitu. 17 maniuർ it aake vyus 375 k.. sabscrib kututൽ ull chanaliൽ relis cheitaൽ malmariunnu parayunn phaൻs polu keri kanul.. avanmaർ bakki natൻmaaർ tuppunnundo turunnundonnu tapy natappa.. megachchർ chink talivane oru avasth.. star value veru zero..
Oru lalettan fan aaya njan polum like adichu poyi.... sprb	Positive	Oru lalettan fan aaya njan polum like adichu poyi.... sprb
Election time l kanan pattya film	Positive	Election time l kanan pattya film
First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘	Positive	First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘
Mammuka polikum mammukaye ishttamullavar like adii	unknown_state	Mammuka polikum mammukaye ishttamullavar like adii
